time,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d,block_height,halving_period,AdrActCnt2,S2F
2014-07-13,20943.43853820598,532.5581395348837,191401.65462528035,30222.93625258154,-98.78496033268567,2753897.5450616144,226656663.65923578,9307506040.696014,-94.51822300463965,39926.976724929395,inf,inf,9442.254722784808,69621362.95940495,8411876345.7773075,216.27906976744185,-88.02056065793383,2309580.0389020164,216.27906976744185,2309580.0389020164,-48.22030695645354,inf,0.0,730079.9590802767,inf,-inf,277.50709986712513,9.658730883471334,255.04368564172896,174033.46774193548,330606.31313131313,5054.635955979583,37608806.69218783,-95.61780133996317,31894.436540151873,-98.89431814671815,7960.890458523045,14239.707148295873,104670544.20220679,inf,inf,inf,350.48001624224145,inf,4428163.055112528,19.358862457988103
2014-07-20,16963.160154572775,-17.603550295857985,15164.40035017768,19592.731499422272,-94.54390399394708,3561415.560875696,55534719.39238227,9549412075.595839,-37.455091050792944,735932.1024467947,inf,inf,2597.720069023568,32931653.217733826,7868376500.306043,-58.80177514792899,-88.9781913250314,394962.58364935673,-58.80177514792899,394962.58364935673,-19.23054009234909,inf,0.0,951563.4099691537,inf,inf,271.03998944722196,9.59427094613934,248.60885682907977,11744.486081370449,19058.60429447853,339.92462852191335,4242341.520245678,-96.368181477926,33327.40634476326,-99.46663429951691,4347.3516046057175,995.6303094074483,10556942.50659868,inf,inf,inf,343.40188883199636,inf,2911414.3446060005,800.6213029311384
2014-07-27,24003.872808805543,-24.489795918367353,15185.978769311263,18375.66747333754,-85.93880956649602,3576005.9963564803,25334626.714704677,7561766084.125851,-93.80220333197049,61493.267086613625,inf,inf,1335.150686427146,14321846.52835925,5757692531.718939,-62.244897959183675,-89.72267287711537,368455.08342349326,-62.244897959183675,368455.08342349326,-18.45805245575961,inf,0.0,973402.240468385,inf,inf,264.6607083420798,9.525694697139953,242.25852499896058,9905.827937095282,65932.03831825439,192.24500879417863,2964195.32002452,-99.39060462339067,5984.039045661401,-99.6332150779896,3368.283612153126,356.01433842278647,4586540.901196295,inf,inf,inf,336.3602120535714,inf,5809866.843830752,865.8580923655087
2014-08-03,24341.384962097934,-23.200559049615656,27316.056634662753,35212.42421993556,-81.94844786293763,3515383.839740129,19408999.61125214,6395726332.778895,-90.72580561227299,88002.72410316278,inf,inf,2711.8690559523807,26682586.969833974,5055210062.341966,-61.600279524807824,-89.36222853138536,374636.8862611771,-61.600279524807824,374636.8862611771,-43.02300575235548,inf,0.0,974514.4522643683,inf,-inf,258.27480916955994,9.454949983040395,236.28223213653592,27455.849056603773,46940.80547112462,366.9702584739623,4544987.05332258,-98.05163300512588,18980.825032035315,-99.22652816268138,7488.772963830656,1011.598639519044,10854834.804212548,inf,inf,inf,329.32253696434185,inf,5973712.988654668,833.0141072277349
2014-08-10,28144.23841059603,-28.031290743155147,27595.27820674347,37941.28922228614,-80.13600797056601,3075456.4460328305,15404732.96402967,5344385482.968663,-93.7989462000978,51555.42295913519,inf,inf,1697.7202335648149,14968916.515209561,3857756695.990643,-64.01564537157758,-89.84814442232097,312469.08905559615,-64.01564537157758,312469.08905559615,-46.95052495271948,inf,0.0,867151.4896753997,inf,-inf,251.65154495539767,9.366507527186329,229.59236259438188,35941.42101284958,65991.447041273,382.63546356771167,4144794.287853953,-98.58947445441375,12071.241315512625,-99.93465402686755,470.18064482212606,851.6305454262535,8186216.680739584,inf,inf,inf,321.97869917610024,inf,7977270.033945883,877.2345470318479
2014-08-17,32544.56366237483,4.634581105169344,34540.05946506064,31312.35688733882,-78.68766994210215,2772828.248508631,12985790.164234508,3855151567.6680436,-81.9660239092647,139418.3944570257,inf,inf,4905.244017040359,38943611.38694754,4033821698.4334188,-47.68270944741533,-85.01349773083004,416470.1892086663,-47.68270944741533,416470.1892086663,-37.85560418996853,inf,0.0,793667.5762123913,inf,165.95143872440136,247.21883634294164,9.301736267212824,225.21706003192753,34662.96296296296,63863.98728428701,381.46801020804224,3800664.4034508355,-97.54025147488193,19348.237920382628,-99.6946414679077,2391.2572882568743,1442.7517560777467,12226488.654467741,inf,-73.29959241179581,inf,317.27929045626723,inf,10656575.367068429,563.6789342023519
2014-08-24,33509.92268041237,-12.82240235814296,36250.44060787704,42120.08105967232,-76.42288000281012,2670308.8349556495,11314871.299991827,4061785337.227117,-82.8411443011772,133039.45805388901,inf,inf,7653.267879235898,60043253.28574274,3558169722.432649,-56.41120117907148,-87.33419609027193,337309.7157238216,-56.41120117907148,337309.7157238216,-64.16197451267846,inf,0.0,776206.7874432356,inf,-275.6732442320448,241.8764531558975,9.219428512017181,220.22548230930016,45906.492248062015,88067.53755715219,853.384732524752,7384141.22718314,-93.92229397471917,47417.28582026495,-99.81339195757843,1339.3362074523252,5178.738847695073,41257523.73360769,inf,-49.793881862237434,inf,311.4711373891396,inf,11296169.025832977,684.321803774392
2014-08-31,32682.133676092548,3.114186851211076,35193.89301599194,34538.84672651955,-73.35049345173965,2745005.887834314,10293342.737518003,3828513900.349267,-65.58962774825083,273093.64161343727,inf,inf,11501.531244116215,92790343.62671296,3948115869.6324253,-48.44290657439446,-84.81003566730499,417137.53916573094,-48.44290657439446,417137.53916573094,-32.20353684630698,inf,0.0,808629.3322922229,inf,-921.9561424963625,237.58916162648362,9.152624073590543,215.8708382200044,39158.88704318937,71435.4909489852,299.0263652839363,3251174.6348150866,-97.67287282207415,18930.542047156876,-99.90758266762121,657.8168233161176,1808.6799398086446,15626527.470307477,inf,-32.93322039595421,inf,306.91747572815535,inf,10746582.883572012,554.7870316110991
2014-09-07,35634.15435139573,-3.7985865724381673,42312.1047787873,44288.15116243432,-72.35545237451754,2605288.307809239,9419742.242882278,4001977918.356476,-1.4796281728489125,769028.1151362574,inf,inf,32631.22737456274,255511154.09134674,3847770761.2509236,-51.899293286219084,-85.65101714618808,373823.9201033136,-51.899293286219084,373823.9201033136,-59.06545198128968,inf,0.0,777062.938544183,inf,198.97779290410588,233.46256953761272,9.08595632011615,211.60548213507363,41730.335097001764,79410.9175377468,421.67752268244493,4059514.619913094,-98.3947320127935,12374.273006152478,-99.38287691661063,4704.8228686907105,1293.7924904966417,10836029.383158553,inf,-11.914735106413065,inf,302.4882889235884,inf,12769197.872093743,593.259189562126
2014-09-14,27843.59694901646,-21.610169491525422,33515.08594748577,42566.37056162169,-69.82006268834965,2555508.0919019366,8453829.12271729,3764626290.985281,0.8677901445794056,784858.3974858607,inf,inf,42530.00815068826,331562882.9304639,2948386486.632805,-60.80508474576271,-88.14065142495146,302968.31544706144,-60.80508474576271,302968.31544706144,1.6422310982107557,inf,0.0,772882.5132074557,inf,72.70690239625262,228.30738818380883,8.998350420241842,206.38657180120256,34259.37282229965,63819.30970149254,214.74461708686712,2429178.976943347,-99.07856057140403,7027.7537196488865,-99.86658456210559,933.9253421697796,507.8718275533899,4692860.636542668,inf,14.407091893640356,-36.028374552837995,296.810511208987,inf,7808346.104490819,737.6274985013933
2014-09-21,21178.253968253965,-15.31974701335207,23485.954557799952,26906.42754445382,-70.33991095050258,2263835.405296119,7628294.461627798,3250025398.3550735,697628151.8752257,4813428959429.905,inf,inf,81293098570.0,565039489219576.2,2752129714.1376386,-57.65987350667603,-86.99078690993417,294340.88242518087,-57.65987350667603,294340.88242518087,-42.38934089488955,inf,0.0,695381.2960597273,inf,203.04612549120606,223.35995393536953,8.91202968259186,201.38433276162354,19446.712276700873,34137.29487817006,308.68222767501175,2805912.4985106117,-96.98340371943438,20493.61732193159,-97.46185239583333,17636.116044424973,985.665854871559,7420320.256542148,inf,-2.6142205619175907,-46.28569625243735,291.4104387788598,inf,4527540.919375157,663.71985800835
2014-09-28,19288.685360011277,-7.364685004436556,21669.2238279313,22982.35895996923,-67.46086878627887,2118337.2830545623,6484885.701445037,2636008670.8629684,-74.24595215193143,169140.18062802553,inf,inf,5757.363024249189,38561251.50396113,2506481349.2606506,-53.68234250221828,-85.57937552255119,305868.78971114504,-53.68234250221828,305868.78971114504,-14.698923688223232,inf,0.0,660023.0931588019,inf,1093.4946141787868,219.61524108443518,8.845331781896082,197.55285841891163,18176.284153005465,33089.650683445434,82.65158383643801,1212782.0011864328,-99.06802066351086,6109.138791080552,-97.97294145299146,13491.856182212467,240.92102280273036,2266992.3236691086,inf,47.563974052602774,-15.043336631510929,287.3719686248171,inf,3759111.1998951565,590.0505300807633
2014-10-05,27693.889217425585,-4.363636363636358,34867.83271348521,36119.47355487862,-72.14186849210913,1519337.0473540584,5493084.702925689,2628513827.3421574,13559204.636706496,78471237324.00777,inf,inf,4092999224.0384617,23808800503979.363,2513815037.7853994,-52.18181818181817,-84.94311073634483,226228.38876124992,-52.18181818181817,226228.38876124992,68.26878195078557,inf,0.0,478601.19858703244,inf,-208.87042398914497,216.07613308953736,8.780900902640475,193.9873317573044,33062.18649517685,62472.872552936475,89.77817435647246,882198.6936168597,-99.57103435561282,2025.5196550696849,-99.95275862857143,135.4845062364878,156.29212658873425,1281730.2982084309,inf,12.097341591287858,-12.41076916830226,283.57323800279363,inf,7724902.778305261,560.995715586485
2014-10-12,27068.54395604395,-26.142857142857146,35201.40512728077,46623.83316642284,-75.86365576935466,1101687.1517005968,4560122.243611912,2546125636.9896555,-38.3485028089424,207859.2008867056,inf,inf,24742.483296266306,83620370.89878559,1877604937.0485208,-63.07142857142858,-88.21859248887469,129194.1014157119,-63.07142857142858,129194.1014157119,-15.263882574589548,6.926582474622767,0.0,351104.36305749806,inf,-140.47730908035442,211.525414787696,8.693787509154461,189.53702981619153,42189.42307692308,71705.02710694924,205.0522434022448,1061341.7463417023,-99.22871814083024,2550.955538090919,-99.82285845522982,511.0612484521087,450.26135780894003,1895166.07747578,inf,-25.243618935462585,-17.770178571206696,278.52418547241433,inf,7381197.8069149265,743.5891309531421
